MSOAcode,log_Violent,PopDensity,Age16_29%,BAME%,Householdspaces_no_usualresidents,Household_Income,House_Price,Employment_Deprivation,EducationSkills_Deprivation,LivingEnvironment_Deprivation,Violent_Rate
E02000702,1.447973324,55,17.658,52.5,0.556302501,4.615950052,5.45715949,0.1412,21.1532,22.8348,28.0526132
E02000703,0.95328192,53,15.7793,27.8,0.531478917,4.804820679,5.795600589,0.0438,1.8308,22.7312,8.980115459
E02000704,1.256565413,48,17.7569,23.9,0.397940009,4.733197265,5.696363379,0.0704,7.5986,32.4678,18.05366638
E02000705,1.208892768,71,18.3071,59.2,0.662757832,4.700703717,5.534390405,0.0966,12.8712,21.18,16.17680565
E02000706,1.546125941,104,17.6257,53.2,0.414973348,4.587710965,5.419892994,0.146,26.1876,26.2018,35.16624041
E02000707,1.464246216,66,18.5321,58.3,0.397940009,4.620136055,5.443023473,0.1488,19.4466,19.6944,29.12367768
E02000708,1.045962879,51,14.4158,31,0.447158031,4.786751422,5.699440525,0.0586,3.7574,19.7838,11.11636708
E02000709,0.931476822,45,13.8458,24.1,0.255272505,4.767155866,5.666541379,0.0546,5.3714,15.4574,8.540372671
E02000710,1.480378165,27,16.0278,40.9,0.278753601,4.63748973,5.465085288,0.12,17.4086,29.4124,30.22582513
E02000711,1.526224675,65,18.0076,40.3,0.361727836,4.62838893,5.485323851,0.1104,19.74,40.2582,33.59113471
E02000712,1.326166846,54,17.318,33.5,0.176091259,4.625312451,5.510154774,0.1172,20.1934,29.6604,21.19175117
E02000713,1.11239442,48,14.1816,21.1,0.342422681,4.741939078,5.547887878,0.057,15.327,18.0904,12.95371745
E02000714,1.410611601,151,24.4471,68.8,0.204119983,4.629409599,5.553379293,0.128,18.411,29.867,25.74018127
E02000715,1.421292722,179,20.9612,81.9,0,4.557507202,5.387818569,0.146,24.18125,34.5675,26.3810892
E02000716,1.461897478,49,21.6858,76.2,0.414973348,4.609594409,5.493458051,0.1415,22.42075,35.057,28.96659708
E02000717,1.357003116,172,22.9028,84.4,0.146128036,4.593286067,5.424424244,0.12975,25.237,35.894,22.75113756
E02000718,1.319284437,119,19.8762,82.7,0.113943352,4.574031268,5.368420779,0.17,25.41875,28.2045,20.85856547
E02000719,1.461199388,118,27.4924,64.2,0.462397998,4.615950052,5.50198714,0.13175,19.62075,31.30775,28.92007322
E02000720,1.338153117,145,23.8583,78,0.079181246,4.626340367,5.609030634,0.1115,17.11975,29.7125,21.7847769
E02000721,1.673037661,167,27.1648,84.5,0.278753601,4.587710965,5.453617961,0.1422,23.1636,38.0184,47.10181707
E02000722,1.455828132,185,29.0188,59.8,0.397940009,4.64738297,5.500202158,0.1235,14.22,36.83625,28.56459902
E02000723,1.389567412,150,24.635,91.6,0.255272505,4.6599162,5.410868299,0.1018,17.1566,36.831,24.52265069
E02000724,1.267386556,199,23.8293,88.1,0.204119983,4.587710965,5.464341976,0.115,21.1286,30.7746,18.50915343
E02000725,1.851095106,117,32.3539,58.4,0.255272505,4.674861141,5.541989633,0.1155,12.45025,47.8715,70.97331749
E02000726,1.593301927,53,41.6396,60.1,0.633468456,4.691081492,5.504741278,0.102,13.1058,48.5858,39.20143161
E02000727,1.359098702,215,23.5093,90.4,0.255272505,4.605305046,5.39208112,0.115,20.5,33.34725,22.86118313
E02000728,1.258040354,129,21.0869,85.4,0.204119983,4.681241237,5.43250109,0.1004,19.4394,31.4904,18.11508406
E02000729,1.307563567,102,24.4472,70.4,0.255272505,4.629409599,5.516110787,0.121,16.05325,31.89125,20.30315672
E02000730,1.426111147,182,23.6034,89.3,0.477121255,4.639486489,5.47877133,0.103,19.008,33.108,26.6754127
E02000731,1.53559312,179,25.3437,85,0.041392685,4.649334859,5.470885103,0.0964,20.7596,43.2788,34.32362273
E02000732,1.364704099,178,23.0182,83.1,-0.045757491,4.549003262,5.366540621,0.1565,29.40825,31.783,23.15816262
E02000733,1.453961391,137,25.716,67.3,0.301029996,4.559906625,5.458642381,0.158,21.3286,32.0436,28.44208247
E02000734,1.355371208,204,24.2885,69.1,0.176091259,4.5774918,5.508095881,0.1485,19.75575,32.5335,22.66580811
E02000735,1.479012054,148,24.3887,78.4,0.255272505,4.632457292,5.475440181,0.1195,22.691,35.16575,30.13089652
E02000736,1.411620079,72,21.3819,75.2,0.278753601,4.562292864,5.408911246,0.147,30.9828,33.4456,25.80002215
E02000737,1.360037382,119,20.8088,70.3,0.041392685,4.59439255,5.435946241,0.1386,22.5892,35.2026,22.91064847
E02000738,1.325716649,200,21.148,72.9,-0.15490196,4.602059991,5.462108871,0.093,18.67825,34.17025,21.16979485
E02000739,1.334544857,168,23.9362,68.6,0.544068044,4.596597096,5.440424164,0.14175,18.85525,35.02925,21.60453168
E02000740,1.422833018,55,24.6187,61.8,-0.045757491,4.575187845,5.462974179,0.175,20.208,25.83875,26.47482014
E02000741,1.610362463,116,21.8365,66.4,0.361727836,4.657055853,5.441512898,0.1255,21.411,37.907,40.77204203
E02000742,1.431043287,109,21.723,67.5,0.447158031,4.592176757,5.386432969,0.13425,24.66925,33.99475,26.98008337
E02000743,1.593888188,145,23.7939,62,0.113943352,4.557507202,5.43161301,0.19925,26.41875,34.9025,39.25438596
E02000744,1.324426397,149,22.4655,55.4,0.146128036,4.58546073,5.402108277,0.151,25.968,44.34875,21.1069945
E02000745,1.345285363,116,22.4312,57.5,0.278753601,4.629409599,5.416550644,0.1428,22.9952,25.9622,22.14549351
E02000746,1.682761641,19,28.4827,57.8,0.491361694,4.618048097,5.433412974,0.168,21.32375,21.58775,48.16833566
E02000747,1.418602831,61,29.8922,53.8,0.602059991,4.686636269,5.570276678,0.122,21.59771429,32.77814286,26.2181975
E02000748,1.368072667,49,20.0927,46.5,0.380211242,4.621176282,5.424422609,0.11275,17.76825,24.0975,23.33848532
E02000749,1.512167183,62,22.6856,53.4,0.041392685,4.596597096,5.407346708,0.1978,27.669,25.906,32.52124646
E02000750,1.389906991,38,27.9681,54.1,0.397940009,4.747411808,5.539468795,0.102166667,12.60933333,26.14416667,24.54183267
E02000751,1.112174395,34,14.894,21.1,0.544068044,4.802089258,5.780923317,0.049714286,3.218857143,16.32571429,12.94715642
E02000752,1.471519676,15,17.1988,29.3,0.322219295,4.605305046,5.419405514,0.186,30.31825,17.59,29.61554137
E02000753,1.243595436,87,17.3244,30.4,0.342422681,4.64738297,5.473644601,0.14325,25.249,16.656,17.52247448
E02000754,1.18753659,55,16.8518,28.8,0.380211242,4.722633923,5.61133875,0.09225,12.54575,16.73175,15.40056271
E02000755,1.240101004,42,18.1625,27.3,0.146128036,4.691965103,5.52376207,0.111,17.189,19.52033333,17.38205037
E02000756,1.313916496,37,18.5496,34.9,0.397940009,4.698100546,5.551169324,0.094285714,16.34657143,21.063,20.60233743
E02000757,1.16477739,84,17.8885,26.5,0.491361694,4.768638101,5.634159746,0.056142857,3.453571429,26.20028571,14.61427887
E02000758,1.197155038,53,18.4189,51.1,0.361727836,4.684845362,5.587923011,0.10825,13.698,14.5035,15.74544858
E02000759,1.159847172,56,16.9933,37.2,0.342422681,4.731588765,5.605476359,0.08,11.07457143,29.72457143,14.44931212
E02000760,1.276136986,71,17.106,46.3,0.342422681,4.668385917,5.527690466,0.12575,14.4055,16.61825,18.88586957
E02000762,1.109677628,83,20.1878,62.5,0.544068044,4.733999287,5.597686412,0.0715,5.265,17.42975,12.87293654
E02000763,1.30024656,9,19.8115,60.2,0.322219295,4.702430536,5.506618665,0.10425,11.54075,20.04125,19.96395397
E02000764,1.061894546,63,16.7568,30.2,0.462397998,4.780317312,5.692823134,0.063571429,5.216,27.454,11.53173215
E02000765,1.243727803,90,18.7776,66,0.51851394,4.698100546,5.555364135,0.07725,6.49075,18.29525,17.52781588
E02000767,1.19639236,92,18.7252,62.3,0.397940009,4.710117365,5.564653047,0.087,10.36725,25.7265,15.71782178
E02000768,1.10775494,34,15.7603,30.3,0.301029996,4.795880017,5.818404723,0.0615,4.25225,24.778,12.81607205
E02000769,1.303754545,106,19.7458,56.9,0.255272505,4.684845362,5.411698814,0.105125,12.046125,19.43825,20.12586454
E02000770,1.177069523,69,20.3834,75.1,0.397940009,4.710117365,5.452133119,0.092,9.38725,25.0455,15.03382611
E02000772,1.589674764,62,18.9865,73.2,0.342422681,4.691965103,5.477417921,0.1085,10.795,23.11075,38.87539049
E02000773,1.269785344,104,20.6036,79,0.380211242,4.719331287,5.529241657,0.09875,9.34875,17.14975,18.61167002
E02000774,1.505265806,110,21.2723,80.7,0.176091259,4.691965103,5.530818031,0.12625,16.7705,29.5185,32.00853561
E02000776,1.400853472,114,19.242,76.2,0.556302501,4.683947131,5.53258241,0.10725,8.2525,25.743,25.16827627
E02000777,1.167132433,17,16.0145,29.8,0.322219295,4.752816431,5.691457246,0.0855,6.4465,28.136,14.69374278
E02000779,1.58858752,93,19.8425,78.7,0.431363764,4.635483747,5.438027852,0.14975,11.3765,36.91625,38.77818876
E02000780,1.664631323,126,21.0759,84.2,0.491361694,4.671172843,5.405006374,0.11775,17.402375,32.93975,46.19886682
E02000781,1.268840784,78,20.3267,73.3,0.301029996,4.679427897,5.536326083,0.102571429,13.43042857,18.36771429,18.57123492
E02000782,1.541362151,143,20.4898,84.2,0.447158031,4.610660163,5.387069327,0.1376,22.0914,32.6946,34.7826087
E02000783,1.418644874,132,19.9732,82.5,0.230448921,4.618048097,5.434372469,0.16,21.6325,23.03775,26.22073579
E02006800,1.396861781,86,21.7499,75.2,0.230448921,4.691081492,5.432602149,0.122857143,13.95142857,28.19085714,24.93800921
E02006924,1.346787486,56,21.257,75.4,0.397940009,4.696356389,5.573728894,0.091625,7.801125,25.168125,22.22222222
E02006925,1.192142661,55,19.3978,71,0.278753601,4.752048448,5.628962841,0.070375,5.392125,16.33825,15.56476835
E02000784,1.104832546,39,14.0815,14.3,0.770852012,4.851258349,6.222172092,0.056428571,4.983285714,30.754,12.73012143
E02000785,1.112968154,24,11.4662,12.1,0.707570176,4.876794976,5.983091094,0.036166667,0.512166667,29.7515,12.97084155
E02000786,1.190079047,62,11.8589,11.7,0.505149978,4.819543936,5.93916918,0.060714286,4.157714286,28.84742857,15.49098547
E02000787,1.248290801,65,13.0329,18.9,0.568201724,4.818225894,5.832383716,0.073285714,5.412285714,35.13471429,17.71294608
E02000788,1.025221757,83,10.6203,10.4,0.491361694,4.841984805,5.926771898,0.0394,1.1274,30.9806,10.59794734
E02000789,1.278972628,34,11.7732,14.3,0.662757832,4.831229694,6.034903062,0.063,3.6175,30.6105,19.00958466
E02000790,1.122681622,82,11.9835,10.1,0.568201724,4.909556029,5.846729779,0.03325,0.55,34.09825,13.26421711
E02000791,1.443498692,59,15.6979,12.5,0.86332286,4.896526217,6.05688847,0.02375,0.51025,36.734,27.76506484
E02000792,1.072959773,57,11.942,9.9,0.662757832,4.88536122,5.976194944,0.0345,0.54325,35.33525,11.82931981
E02000793,1.259221916,63,15.9058,22.9,0.414973348,4.727541257,5.626812393,0.0696,6.8828,25.8524,18.16443595
E02000794,1.141209606,47,13.2304,15,0.301029996,4.843855423,5.752020775,0.0425,1.876,30.19225,13.842343
E02000795,1.087512239,6,10.3539,11.5,0.556302501,4.88422877,6.162430872,0.04175,2.50775,23.5895,12.2324159
E02000796,1.383658846,56,16.315,30.4,0.301029996,4.704150517,5.624698654,0.090333333,13.15766667,24.18866667,24.19127989
E02000797,1.387961123,83,14.8838,10.1,0.414973348,4.859738566,5.721491576,0.0385,1.339,39.567,24.43211833
E02000798,1.145226975,45,12.95,16,0.301029996,4.791690649,5.690888626,0.061714286,4.082571429,24.66,13.97098334
E02000799,1.093587062,52,20.4753,10,0.447158031,4.828015064,5.806711659,0.04325,0.52775,24.0565,12.40472276
E02000800,1.32234503,30,14.4279,17,0.255272505,4.691081492,5.71039157,0.106666667,11.56033333,20.49366667,21.00608071
E02000801,1.116308044,72,12.8742,8.6,0.544068044,4.84260924,5.791285633,0.04125,1.114,27.205,13.07097681
E02000802,0.997155401,49,12.8726,10.3,0.447158031,4.804820679,5.768795662,0.055,1.21075,27.20325,9.934714732
E02000803,1.332389159,49,13.7501,16.3,0.361727836,4.697229343,5.657840509,0.109833333,10.49733333,17.29816667,21.49755946
E02000804,1.153948514,19,13.5143,9.3,0.491361694,4.80140371,5.802994578,0.04475,1.09075,24.5445,14.25438596
E02000805,1.238636058,42,16.0589,11.4,0.748188027,4.809559715,5.851507843,0.062833333,2.4705,24.54483333,17.32351667
E02000806,1.198833521,15,12.7037,11.3,0.556302501,4.77815125,5.795761178,0.056833333,4.528166667,22.45966667,15.80642014
E02000807,1.178204464,128,29.3872,32.2,0.544068044,4.843232778,5.702177986,0.0706,12.1862,26.1398,15.07316536
E02000808,1.733668954,101,38.7524,35.9,0.748188027,4.743509765,5.985944444,0.0898,8.2664,49.9868,54.15879017
E02000809,1.420610679,172,28.5725,29.4,1.041392685,4.876794976,5.879616491,0.0455,10.744875,50.562625,26.33969119
E02000810,1.46568014,181,26.9903,38.6,0.51851394,4.688419822,5.745247382,0.131,15.0828,41.375,29.21999517
E02000812,1.56115601,152,32.6515,48,0.397940009,4.701567985,5.795691666,0.122833333,12.398,43.97816667,36.40457872
E02000813,1.500262639,116,27.8989,41.5,0.477121255,4.632457292,5.638236594,0.1496,14.9638,38.7938,31.64190623
E02000814,1.172678602,92,29.4234,32.9,0.633468456,4.802089258,5.641322378,0.07,9.4234,36.4616,14.88259288
E02000815,1.713101982,169,47.3892,50.3,0.568201724,4.757396029,5.671408909,0.0955,14.634,61.76575,51.65376495
E02000816,1.472552995,131,25.1028,37.4,0.361727836,4.598790507,5.621982821,0.1528,21.7074,42.7156,29.68608966
E02000817,1.470219443,108,24.1674,41.2,0.322219295,4.559906625,5.554146192,0.19975,28.138,30.065,29.52700812
E02000818,1.59298231,132,29.6703,46.5,0.361727836,4.645422269,5.641274765,0.15425,16.8025,50.068,39.17259211
E02000819,1.503471295,165,28.6551,50,0.113943352,4.593286067,5.585215876,0.1514,19.3046,47.7476,31.87654877
E02000820,1.513260359,220,27.4856,44.5,0.653212514,4.611723308,5.645594184,0.135166667,14.48583333,45.999,32.60320985
E02000821,1.661873886,113,22.5973,63.8,0,4.5774918,5.606158786,0.1686,21.4132,46.3468,45.90646864
E02000822,1.554335931,151,22.164,59.6,0.204119983,4.595496222,5.573168772,0.1656,20.2656,44.4582,35.83735355
E02000823,1.570769634,136,24.5992,51.1,0.643452676,4.622214023,5.65039787,0.1516,15.2308,44.0782,37.21942281
E02000824,1.5444046,104,21.263,70.1,-0.045757491,4.553883027,5.492248989,0.1796,18.4314,32.96,35.0271337
E02000825,1.447947209,181,22.1406,74,0.041392685,4.58546073,5.468951082,0.182,16.3524,30.5022,28.05092641
E02000826,1.534159756,166,22.9386,57.1,-0.045757491,4.665580991,5.616430349,0.152,14.4534,45.7154,34.21052632
E02000827,1.691924516,160,21.3793,62.9,-0.045757491,4.626340367,5.605056037,0.158166667,14.26183333,48.3865,49.1954023
E02000828,1.785843999,135,23.2517,67.7,0.113943352,4.632457292,5.53339198,0.16925,17.439,44.6885,61.07226107
E02000829,1.485744982,146,24.1528,58.6,0.041392685,4.605305046,5.636246109,0.1858,15.4108,38.5308,30.60165975
E02000830,1.466351337,113,25.0027,39.1,0.397940009,4.710963119,5.759914756,0.1108,6.428,43.356,29.26518927
E02000831,1.554544487,123,21.6336,43.5,0.491361694,4.691081492,5.779500532,0.1232,8.5386,44.1362,35.85456743
E02000832,1.392626222,126,19.42,56,0.079181246,4.610660163,5.656431704,0.1792,18.4332,33.8152,24.69597755
E02000833,1.264238413,103,26.5332,52.5,0.322219295,4.702430536,5.691988053,0.1162,12.7046,30.7832,18.37546816
E02000834,1.255043989,78,18.5376,29.8,0.568201724,4.773786445,5.816831009,0.0946,5.9238,41.4608,17.9905313
E02000835,1.099242845,53,16.2862,38.6,0.301029996,4.741939078,5.708395403,0.12075,7.84275,32.6675,12.56732496
E02000836,1.185003692,111,15.5742,25.9,0.579783597,4.819543936,5.832856209,0.0828,2.814,33.6558,15.31100478
E02000837,1.068697927,40,14.6686,18.7,0.51851394,4.906873535,6.075105874,0.044,0.6898,32.5944,11.71380329
E02000838,1.223486275,87,15.1538,30.2,0.301029996,4.7355989,5.742125501,0.1006,8.4946,36.7866,16.72962763
E02000839,1.226330128,30,13.7645,36.1,0.342422681,4.7355989,5.790467431,0.1092,10.0702,27.3806,16.8395363
E02006802,1.605293254,109,33.9472,43.1,0.602059991,4.736396502,5.843737189,0.144,11.5284,54.8092,40.29890579
E02000840,1.372378149,62,18.68,25.2,0.113943352,4.632457292,5.416820178,0.164,38.4746,23.5526,23.57100766
E02000841,1.485591314,78,17.9569,27.3,-0.22184875,4.625312451,5.42283925,0.15,32.5974,28.3902,30.59083379
E02000842,1.186479663,49,16.9756,22.5,0.230448921,4.725094521,5.547175138,0.0668,13.4864,14.8076,15.36312849
E02000843,1.23470407,62,17.1421,20.3,0.146128036,4.710117365,5.400629501,0.079,16.6808,28.0212,17.16738197
E02000844,1.407753492,80,17.2329,19.2,0,4.691081492,5.474289126,0.116,20.3332,18.417,25.57134033
E02000845,1.306398023,65,15.0581,19.9,0.176091259,4.780317312,5.583199908,0.0542,9.799,14.9912,20.24874088
E02000846,1.187623878,53,14.9085,21.9,0.176091259,4.720985744,5.543516761,0.066,9.37225,18.0815,15.40365837
E02000847,1.054853486,59,14.8156,16.9,0.230448921,4.737987326,5.579502357,0.053333333,6.885,11.46466667,11.34627973
E02000848,1.222389253,70,16.1395,17.7,0.079181246,4.78604121,5.547465791,0.0476,11.577,12.331,16.68742217
E02000849,1.129883319,66,16.2341,19.3,0.146128036,4.73239376,5.501650705,0.0836,9.9876,18.6776,13.48600509
E02000850,1.190927299,21,15.4932,23.5,0.204119983,4.756636108,5.497860861,0.070857143,11.79985714,14.42457143,15.52127162
E02000851,1.78604759,81,17.065,24.9,0.342422681,4.657055853,5.411856988,0.1234,15.4718,30.4768,61.10089759
E02000852,1.148573331,82,15.2415,17.1,0.301029996,4.712649702,5.495288958,0.0662,9.1372,22.2806,14.07904934
E02000853,1.159387722,63,15.4849,20.9,0.230448921,4.701567985,5.51605388,0.0778,11.3386,19.5046,14.43403393
E02000854,1.216468248,46,14.3469,12.7,0.176091259,4.761175813,5.57051492,0.0766,6.1048,17.8178,16.4614561
E02000855,0.983770463,43,14.9315,17,0.278753601,4.79518459,5.672716518,0.0454,4.4084,13.5038,9.633197481
E02000856,1.288580664,71,16.9105,22.7,0.819543936,4.733197265,5.54974608,0.073,5.611,26.4212,19.43482632
E02000857,1.141553798,84,14.156,26.2,0.591064607,4.716003344,5.46350628,0.0614,4.0788,27.2126,13.85331781
E02000858,1.51454148,54,18.4571,27.4,0.51851394,4.607455023,5.487508853,0.1918,31.0182,14.3542,32.69952767
E02000859,1.067120542,50,14.3441,18.5,0.380211242,4.706717782,5.542222721,0.083,7.3054,18.7322,11.6713352
E02000860,1.240332155,94,15.7367,26.8,0.643452676,4.669316881,5.420549814,0.124,11.9976,29.3232,17.39130435
E02000861,0.845903035,30,14.4545,17.2,0.278753601,4.841984805,5.782638857,0.0416,1.6078,8.8398,7.012987013
E02000863,1.018181393,10,14.6879,23.7,0.079181246,4.738780558,5.666985718,0.077,8.37475,10.35375,10.42752868
E02006836,0.836879769,25,12.9441,23.2,0.491361694,4.820857989,5.748384966,0.0426,1.5594,9.5812,6.868782568
E02000864,1.525506657,77,23.5778,44.8,0.255272505,4.63447727,5.56933879,0.186,23.86375,32.88,33.53564448
E02000865,1.564441188,170,26.17,53.1,0.113943352,4.626340367,5.637422679,0.199,23.44975,41.86275,36.68100177
E02000866,1.522753966,92,25.6823,34.5,0.322219295,4.731588765,5.765700586,0.1202,13.5836,42.5352,33.32375754
E02000867,1.401985362,148,31.3168,42.1,0.785329835,4.757396029,5.600727924,0.1175,15.02966667,42.87733333,25.23395722
E02000868,1.598284023,199,31.5834,45.6,0.079181246,4.700703717,5.643643132,0.12525,11.1445,45.22225,39.65372801
E02000869,1.558090093,192,24.9311,43.7,0.361727836,4.646403726,5.769972227,0.15425,14.1245,46.759,36.14848436
E02000870,1.510067549,169,27.4948,46,0.079181246,4.656098202,5.62045567,0.147,20.0825,43.3015,32.36439916
E02000871,1.50076323,161,26.7506,72,0.322219295,4.593286067,5.523669743,0.1856,23.2822,35.0552,31.67839941
E02000872,1.678870529,192,32.7775,51.1,0.301029996,4.672097858,5.783927151,0.15125,17.0115,49.119,47.73869347
E02000873,1.618971134,190,36.7607,57.5,0.230448921,4.638489257,5.674387106,0.1234,19.5616,40.9818,41.58829676
E02000874,1.502343639,213,30.1905,66.3,0.544068044,4.549003262,5.584029149,0.164,28.02275,40.22875,31.7938879
E02000875,1.453799029,186,28.9535,65.2,0.380211242,4.646403726,5.550526752,0.1838,24.5524,35.1366,28.43145129
E02000876,1.743558914,145,34.9968,62.3,0.462397998,4.738780558,5.631125034,0.15925,18.13275,55.94325,55.40626999
E02000877,1.527853871,146,30.2101,68,0.69019608,4.617000341,5.627129184,0.1774,25.5238,34.5818,33.71738394
E02000878,1.719314262,180,37.6621,54.7,0.73239376,4.705863712,5.804345963,0.1396,15.8826,51.4934,52.39794586
E02000879,1.413510542,200,30.6332,59.3,0.278753601,4.649334859,5.611784891,0.156,18.424,40.494,25.91257323
E02000880,1.721452993,169,30.5789,63.5,0.397940009,4.625312451,5.610669743,0.151,18,42.3135,52.65662173
E02000881,1.552996586,120,23.2285,65.2,0.633468456,4.59439255,5.512757751,0.21975,38.67125,33.31525,35.72700297
E02000882,1.436656016,177,24.7854,70.4,0.230448921,4.615950052,5.577240112,0.197,28.4,33.3905,27.33103108
E02000883,1.584120829,193,21.7129,62.3,0.278753601,4.595496222,5.516384634,0.24575,38.44825,35.69925,38.38140147
E02000884,1.545945413,201,39.7687,58,0.763427994,4.733197265,5.754511166,0.1004,13.8112,62.6552,35.15162554
E02000885,1.564532817,223,25.8675,69.7,0.397940009,4.62324929,5.566832126,0.18625,24.944,42.0625,36.68874172
E02000886,1.450965549,171,25.1466,50.5,0.763427994,4.766412847,5.721283703,0.13475,16.2135,40.73425,28.24655895
E02000887,1.521681163,174,24.6853,62.2,0.204119983,4.63748973,5.567032251,0.1945,28.6005,30.72025,33.24154209
E02000888,1.471328543,181,25.7218,60,0.748188027,4.768638101,5.741953239,0.109,14.5072,43.283,29.60251046
E02000889,1.295497507,136,25.8861,49.5,0.662757832,4.782472624,5.732403411,0.12575,14.50725,34.2435,19.74683544
E02000890,1.213035741,109,21.9174,24,0.982271233,4.898176483,5.87219358,0.05,3.813,42.01233333,16.33186347
E02000891,1.413785156,104,32.0232,54.8,0.986771734,4.892094603,5.676065028,0.07375,10.946125,38.968125,25.92896347
E02000893,1.374388686,105,23.0586,42.4,0.602059991,4.716003344,5.628226422,0.13475,16.07025,16.67525,23.680381
E02000894,1.144091358,206,28.1086,42.7,0.707570176,4.802773725,5.643580972,0.073,10.13766667,34.73133333,13.93449898
E02006853,1.307989632,192,30.0261,54.4,1.146128036,4.768638101,5.638147677,0.1136,12.3396,31.058,20.32308494
E02006854,1.588974811,82,28.0285,48.1,1.100370545,5.024074987,5.788389706,0.06475,8.3575,34.24125,38.81278539
E02000895,1.262595299,37,16.5609,21.9,0.204119983,4.649334859,5.554221353,0.1274,18.4538,21.761,18.30607762
E02000896,1.255094638,33,15.478,13.9,0.380211242,4.710117365,5.608752749,0.0926,9.7654,19.2796,17.99262953
E02000897,1.357362135,45,16.3028,23.9,0.204119983,4.663700925,5.561213522,0.1648,25.4362,21.9814,22.76995305
E02000898,1.336808308,52,16.2381,25.7,0.041392685,4.683047038,5.568206419,0.1362,24.2788,19.5732,21.71742386
E02000899,1.433639376,70,18.1378,27.8,0.113943352,4.668385917,5.548080941,0.1104,19.905,24.6702,27.14184565
E02000900,1.441550365,56,19.5779,41.9,-0.301029996,4.635483747,5.465873387,0.146,22.341,24.9164,27.64078449
E02000901,1.243657177,59,17.1823,22.9,0.278753601,4.737192643,5.597947354,0.09,9.712166667,26.27466667,17.52496573
E02000902,1.384526388,72,17.5166,44.7,0.380211242,4.657055853,5.517290931,0.1284,19.957,29.3816,24.23965241
E02000903,1.458477486,47,19.3991,52.6,0.176091259,4.572871602,5.531204203,0.1844,27.6722,34.2564,28.73938602
E02000904,1.354577731,59,18.1924,47.6,0.477121255,4.691081492,5.586379108,0.1045,16.78725,31.73025,22.62443439
E02000905,1.470849745,96,17.5428,49.9,0.278753601,4.682145076,5.596523424,0.103,17.0186,32.8096,29.56989247
E02000906,1.349456457,155,16.4978,49.1,0.146128036,4.653212514,5.569452333,0.1378,20.3274,36.2032,22.35921011
E02000907,1.587281059,120,19.9721,55.2,0,4.56937391,5.565182887,0.213666667,24.92116667,34.99683333,38.66171004
E02000908,1.372252501,50,21.3345,49.5,0.146128036,4.605305046,5.542309941,0.1072,15.0364,40.3824,23.56418919
E02000909,1.300406595,65,16.3853,44.2,0.255272505,4.715167358,5.648429297,0.1064,9.876,37.8426,19.97131193
E02000910,1.388256658,137,21.2104,53.9,0.255272505,4.686636269,5.649116683,0.1185,12.06283333,43.64416667,24.44874988
E02000911,1.758166861,129,20.863,54.6,0.301029996,4.653212514,5.566737918,0.1372,18.1382,46.1996,57.30161486
E02000912,1.396481828,36,19.2737,59.8,0.322219295,4.650307523,5.592677407,0.1446,19.9092,31.4526,24.91620112
E02000913,1.487196848,87,21.9486,58.8,0.397940009,4.645422269,5.609857894,0.1198,14.8092,37.6876,30.70413367
E02000914,1.554522027,162,22.9739,67.9,0.278753601,4.57634135,5.572476609,0.1644,27.828,43.202,35.85271318
E02000915,1.330481833,61,22.8045,46,0.447158031,4.693726949,5.599128403,0.1042,10.8586,47.0496,21.40335393
E02000916,1.467577599,44,17.8568,61.1,0.431363764,4.63748973,5.5480834,0.132,25.5952,44.1918,29.34793841
E02000917,1.283822695,147,21.1053,53.1,0.301029996,4.675778342,5.527495855,0.0976,19.0204,42.6104,19.22306768
E02000918,1.553294406,115,21.5239,51.9,0.397940009,4.611723308,5.564229183,0.1232,14.7982,43.0304,35.75151136
E02000919,1.344104649,168,24.9097,55.8,0.361727836,4.640481437,5.590922046,0.0958,14.5232,47.2438,22.08536844
E02000920,1.593158868,58,25.3934,63.7,0.301029996,4.587710965,5.514768164,0.1528,22.3494,32.4018,39.18852053
E02000921,1.471432143,136,23.2684,59.9,0.322219295,4.584331224,5.555017019,0.162333333,21.59,34.15533333,29.60957289
E02000922,1.294513736,166,24.8821,56,0.322219295,4.584331224,5.533606848,0.109333333,20.18033333,39.68783333,19.70215521
E02000923,1.245311974,72,21.3187,20.6,0.897627091,4.812913357,6.05094517,0.04625,3.43075,51.0915,17.59186865
E02000924,1.486535633,59,25.7038,43.7,0.792391689,4.648360011,5.861368905,0.107,14.60285714,50.90457143,30.6574221
E02000925,1.460106558,176,21.5969,39.6,0.447158031,4.681241237,5.872921589,0.14375,13.14125,38.19,28.84739214
E02000926,1.326049197,157,24.7542,27.2,0.838849091,4.785329835,5.792977592,0.071666667,4.776,43.38883333,21.18601115
E02000927,1.354834128,158,25.5624,24.6,0.380211242,4.73479983,5.79206865,0.1195,11.912,45.23425,22.63779528
E02000928,1.106926966,90,16.9253,11.1,0.568201724,4.909020854,6.020681084,0.043,1.4772,37.1756,12.79166173
E02000929,1.511769328,182,24.2321,54,0.414973348,4.620136055,5.664736908,0.1835,15.77125,30.4015,32.49146758
E02000930,1.459712246,128,33.644,20.8,0.556302501,4.824776462,5.832392021,0.0524,3.911,52.7922,28.82121241
E02000931,0.838819234,117,22.0138,12.9,0.633468456,4.948412966,5.963507334,0.0294,2.3648,48.4828,6.899525658
E02000932,1.546383184,85,22.9134,15.8,0.653212514,4.878521796,5.830582895,0.031,2.2495,49.71533333,35.18707641
