MSOAcode,MSOAName,Population,PopDensity,Age16_29%,BAME%,Householdspaces_no_usualresidents,Household_Income,House_Price
E02000894,Tower Hamlets 031,"11,267",206,28.1086,42.7,0.707570176,4.802773725,5.643580972
E02006853,Tower Hamlets 032,"9,595",192,30.0261,54.4,1.146128036,4.768638101,5.638147677
E02006854,Tower Hamlets 033,"7,446",82,28.0285,48.1,1.100370545,5.024074987,5.788389706
E02000895,Waltham Forest 001,"8,194",37,16.5609,21.9,0.204119983,4.649334859,5.554221353
E02000896,Waltham Forest 002,"9,226",33,15.478,13.9,0.380211242,4.710117365,5.608752749
E02000897,Waltham Forest 003,"8,520",45,16.3028,23.9,0.204119983,4.663700925,5.561213522
E02000898,Waltham Forest 004,"8,012",52,16.2381,25.7,0.041392685,4.683047038,5.568206419
E02000899,Waltham Forest 005,"8,474",70,18.1378,27.8,0.113943352,4.668385917,5.548080941
E02000900,Waltham Forest 006,"8,719",56,19.5779,41.9,-0.301029996,4.635483747,5.465873387
E02000901,Waltham Forest 007,"10,214",59,17.1823,22.9,0.278753601,4.737192643,5.597947354
E02000902,Waltham Forest 008,"8,746",72,17.5166,44.7,0.380211242,4.657055853,5.517290931
E02000903,Waltham Forest 009,"9,186",47,19.3991,52.6,0.176091259,4.572871602,5.531204203
E02000904,Waltham Forest 010,"8,619",59,18.1924,47.6,0.477121255,4.691081492,5.586379108
E02000905,Waltham Forest 011,"10,044",96,17.5428,49.9,0.278753601,4.682145076,5.596523424
E02000906,Waltham Forest 012,"9,571",155,16.4978,49.1,0.146128036,4.653212514,5.569452333
E02000907,Waltham Forest 013,"10,760",120,19.9721,55.2,0,4.56937391,5.565182887
E02000908,Waltham Forest 014,"11,840",50,21.3345,49.5,0.146128036,4.605305046,5.542309941
E02000909,Waltham Forest 015,"9,063",65,16.3853,44.2,0.255272505,4.715167358,5.648429297
E02000910,Waltham Forest 016,"10,839",137,21.2104,53.9,0.255272505,4.686636269,5.649116683
E02000911,Waltham Forest 017,"11,518",129,20.863,54.6,0.301029996,4.653212514,5.566737918
E02000912,Waltham Forest 018,"8,950",36,19.2737,59.8,0.322219295,4.650307523,5.592677407
E02000913,Waltham Forest 019,"9,217",87,21.9486,58.8,0.397940009,4.645422269,5.609857894
E02000914,Waltham Forest 020,"11,352",162,22.9739,67.9,0.278753601,4.57634135,5.572476609
E02000915,Waltham Forest 021,"9,064",61,22.8045,46,0.447158031,4.693726949,5.599128403
E02000916,Waltham Forest 022,"9,677",44,17.8568,61.1,0.431363764,4.63748973,5.5480834
E02000917,Waltham Forest 023,"9,988",147,21.1053,53.1,0.301029996,4.675778342,5.527495855
E02000918,Waltham Forest 024,"9,594",115,21.5239,51.9,0.397940009,4.611723308,5.564229183
E02000919,Waltham Forest 025,"9,418",168,24.9097,55.8,0.361727836,4.640481437,5.590922046
E02000920,Waltham Forest 026,"10,105",58,25.3934,63.7,0.301029996,4.587710965,5.514768164
E02000921,Waltham Forest 027,"11,449",136,23.2684,59.9,0.322219295,4.584331224,5.555017019
E02000922,Waltham Forest 028,"10,811",166,24.8821,56,0.322219295,4.584331224,5.533606848
E02000923,Wandsworth 001,"7,674",72,21.3187,20.6,0.897627091,4.812913357,6.05094517
E02000924,Wandsworth 002,"11,971",59,25.7038,43.7,0.792391689,4.648360011,5.861368905
E02000925,Wandsworth 003,"7,765",176,21.5969,39.6,0.447158031,4.681241237,5.872921589
E02000926,Wandsworth 004,"9,865",157,24.7542,27.2,0.838849091,4.785329835,5.792977592
E02000927,Wandsworth 005,"7,112",158,25.5624,24.6,0.380211242,4.73479983,5.79206865
E02000928,Wandsworth 006,"8,443",90,16.9253,11.1,0.568201724,4.909020854,6.020681084
E02000929,Wandsworth 007,"7,325",182,24.2321,54,0.414973348,4.620136055,5.664736908
E02000930,Wandsworth 008,"10,409",128,33.644,20.8,0.556302501,4.824776462,5.832392021
E02000931,Wandsworth 009,"9,276",117,22.0138,12.9,0.633468456,4.948412966,5.963507334
E02000932,Wandsworth 010,"10,771",85,22.9134,15.8,0.653212514,4.878521796,5.830582895
E02000933,Wandsworth 011,"8,552",80,19.1885,16.6,0.62324929,4.826074803,5.911299331
E02000934,Wandsworth 012,"9,644",123,27.2294,23.3,0.612783857,4.804820679,5.865078497
E02000935,Wandsworth 013,"6,955",49,30.2229,35.9,0.278753601,4.580924976,5.561716596
E02000936,Wandsworth 014,"8,591",95,21.9532,20.6,0.544068044,4.834420704,5.786184767
E02000937,Wandsworth 015,"8,111",66,15.9783,12.9,0.51851394,4.942504106,6.022719041
E02000938,Wandsworth 016,"10,380",59,18.9403,28.7,0.73239376,4.694605199,5.815400408
E02000939,Wandsworth 017,"8,070",111,14.6592,13.7,0.505149978,4.986323777,6.110506883
E02000940,Wandsworth 018,"8,295",118,22.0735,37.4,0.568201724,4.761927838,5.676486013
E02000941,Wandsworth 019,"10,022",94,17.0126,17.4,0.544068044,4.861534411,5.896748268
E02000942,Wandsworth 020,"9,256",92,17.2753,20.7,0.568201724,4.866877814,5.913440835
E02000943,Wandsworth 021,"8,711",123,24.9455,20.6,0.612783857,4.869818208,5.881860921
E02000944,Wandsworth 022,"7,071",121,20.6053,38.5,0.462397998,4.687528961,5.613299408
E02000945,Wandsworth 023,"7,942",36,28.6326,34.6,0.322219295,4.574031268,5.517325243
E02000946,Wandsworth 024,"8,612",81,21.8648,27.5,0.361727836,4.772321707,5.759318758
E02000947,Wandsworth 025,"8,497",102,14.6405,18.2,0.431363764,4.852479994,5.815478128
E02000948,Wandsworth 026,"9,822",74,28.6398,25.5,0.568201724,4.833784375,5.772947022
E02000949,Wandsworth 027,"9,667",69,20.7407,17.6,0.643452676,4.883093359,5.911904592
E02000950,Wandsworth 028,"7,630",89,17.9817,26.6,0.491361694,4.702430536,5.727245934
E02000951,Wandsworth 029,"6,515",132,25.7713,28.6,0.633468456,4.790285164,5.822602157
E02000952,Wandsworth 030,"6,044",108,23.4447,27.5,0.591064607,4.821513528,5.906252593
E02000953,Wandsworth 031,"7,620",111,24.0945,28.3,0.322219295,4.832508913,5.761549732
E02000954,Wandsworth 032,"6,123",136,22.7666,47.6,0.62324929,4.752816431,5.81438479
E02000955,Wandsworth 033,"6,440",115,22.6087,53.5,0.681241237,4.658011397,5.724221784
E02000956,Wandsworth 034,"7,976",93,28.9619,51,0.531478917,4.680335513,5.650123856
E02000957,Wandsworth 035,"10,881",146,22.1579,47.6,0.544068044,4.693726949,5.671878807
E02000958,Wandsworth 036,"8,586",96,18.8446,40.1,0.602059991,4.764922985,5.724856453
E02000959,Wandsworth 037,"7,920",152,18.2828,46.6,0.799340549,4.684845362,5.615944794
E02000960,Westminster 001,"7,669",83,17.0948,38.7,1.158362492,4.848189117,6.137817597
E02000961,Westminster 002,"10,699",132,16.9268,37.5,0.799340549,4.781036939,6.051799429
E02000962,Westminster 003,"9,398",135,17.7165,44.8,1.089905111,4.741151599,6.051345885
E02000963,Westminster 004,"11,274",231,19.2922,52.9,0.462397998,4.640481437,5.779124426
E02000964,Westminster 005,"13,960",274,19.8281,50.1,0.414973348,4.673020907,5.768333174
E02000965,Westminster 006,"9,251",188,19.7925,34,0.568201724,4.7930916,5.922834407
E02000966,Westminster 007,"10,530",188,14.5584,29.9,0.903089987,4.831229694,6.107073892
E02000967,Westminster 008,"8,709",62,29.016,39.3,1.230448921,4.880241776,6.144578566
E02000968,Westminster 009,"15,688",258,20.5699,61.5,0.477121255,4.587710965,5.742318919
E02000969,Westminster 010,"10,319",190,18.6258,57.3,0.204119983,4.619093331,5.815192423
E02000970,Westminster 011,"10,335",95,22.0513,26.8,1.344392274,4.922206277,6.343724401
E02000971,Westminster 012,"8,919",165,24.9692,36.4,1.245512668,4.814247596,6.103926811
E02000972,Westminster 013,"10,012",77,29.9241,32.5,1.113943352,4.722633923,6.212106067
E02000973,Westminster 014,"11,187",206,18.155,30.4,0.73239376,4.777426822,6.152027383
E02000974,Westminster 015,"8,578",124,22.546,47.8,1.301029996,4.78604121,6.074905996
E02000975,Westminster 016,"9,694",200,26.3462,33.8,1.041392685,4.814913181,6.02006903
E02000976,Westminster 017,"10,702",232,25.9017,37,0.991226076,4.77524626,6.040294507
E02000977,Westminster 018,"6,567",26,13.7353,30.7,1.426511261,4.837588438,6.292119779
E02000978,Westminster 019,"10,632",30,29.6464,30.4,1.456366033,4.972202838,6.660627973
E02000979,Westminster 020,"9,733",70,22.3878,26.4,1.158362492,4.767897616,6.138453648
E02000980,Westminster 021,"9,901",221,19.4728,32.1,0.982271233,4.693726949,6.029464947
E02000981,Westminster 022,"9,886",272,24.125,20.9,0.875061263,4.825426118,6.001490111
E02000982,Westminster 023,"9,234",141,18.1936,35.7,1.049218023,4.7084209,6.362235098
E02000983,Westminster 024,"9,422",249,20.7599,29.7,1.033423755,4.688419822,5.945273552
